chain,address,points,timestamp,reason
EDU Mainnet,0x91A05951A0BB9885D43f6CD56C1bD611BC0B3788,1172037.561548049071434109592963000000000000,2025-02-17 15:51:39.535394+00,merkle_claim
EDU Mainnet,0xb740Cb76224bE839a3Fc58CC4E93e72cc7Eef881,120.666601279080547544955223500000000000,2025-02-17 15:51:39.535394+00,merkle_claim
EDU Mainnet,0xDbD8e8bc1A1b6a563d4b9F75F72E577C42890fF7,19.70856568827199074666991500000000000000000000000000000000,2025-02-17 15:51:39.535394+00,merkle_claim
