wallet,total,positions,version
0x2e6Ef714225Ae97647305fE6E3D23AdEBF95161f,88.95252237198149,2,1
0xe82b503daE1c61ebF0CAa2D68435b94e22767562,88.16972749883575,7,1
0x7D45259d6B8DE5100aa2338F70D525f147d66ddf,87.9773088143404,3,1
0x80d6aCBc3b928A69EacE83c0d5714e03E5B55eF7,87.00528059894646,6,1
0x22CE30420be9EE7883A3327439feee5B5364532C,86.71832768431523,1,1
0x41b84d705f2A842314051b38050f5F29F3B9a0Cf,86.56,1,1
0x86486335295f0DF2E4f1C93fA3CC352c5EA2340A,85.84243368924815,5,1
0x58B2aB96E8f9CCa68c7C5D7136007b29a738EA7b,85.6883195419184,2,1
0xb96FDF5F8108bEc926Ea8E1C26BE49F3964BF191,85.31991868713591,2,1
0x019B1Be8cf6Da838A357Ab6701a761861d0fA47D,84.73461952543676,9,1
0x096Eb2ebd3D6908432DC092c38714E1969725f3D,84.56601190034702,2,1
0x2273D369c781121C4d20A40A346c127e85338F52,84.51801652142109,1,1
0xb89f4bFbe42b2dCd2073119D6766610ED46B6a56,84.48993786966561,7,1
0xc6943Dd138901bD219d2e7B4bFCdD6668a19FAeB,84.4518554806464,2,1
0x22A49E0E78Fa179a77E2E5Ae9b35404ca0e4F6BD,84.01027763788169,3,1
0x4D501B7C71F6B1E14e07724757FB96Aaa93bE9c9,83.68,1,1
0x369712dA60E11A3E05CEad9Cdc10EcB6faC4D2F6,83.58498450144228,1,1
0xd32820e093Df01D8C2643b6a5B187B8c2b8644bC,83.5308270444963,5,1
0x97bd3a4798e43A83e63c68ee535cf42746654141,83.47152704706757,4,1
0x628a6E1504b4a0d2DBccd481EaF526798BE783eD,83.46918315071709,9,1
0x09D43597eFb2423CB5EA27840d139c4d5e987875,83.22886727026167,10,1
0x90C7B666B6F708Ba70a4A2C03AFc9377a8C657A1,83.2,1,1
0x0B9D3CC38CD40aC1fb757325bb8d8D844109D621,83.02871312915774,7,1
0xe9DCB3F249986745DAbE0bB77243B071B336B324,81.79099288617128,10,1
0x6C491249cE87cB9582F1EF0751f2B82aa775F550,81.75999990132,2,1
0xF49eB49277e9f84dEC9AF569611B7025e37EE42C,81.6791566976736,1,1
0xa18dF0d071e7B601791cEa91399255bC3624555b,81.15315987872953,7,1
0x3B0714Be8B3842Df48bc4ee3B103c7Baa7b9E1c3,81.00931551621284,9,1
0x2690EcB1a976B30Cc0782c549D11f2Cf7BC4ED45,80.87302970013927,9,1
0x59135626FCf493782caCA537048322C1dE0B4667,80.19758809880196,4,1
0xA92FAb74b9BE9D0fD0Dcfd5240663c31f5AB16fC,80.17264873632786,7,1
0x008BE2c73D2EB7CC898dE1F8fd0a2f5332dEaD20,80.17098915830702,2,1
0xd1E9cb2ccCdf6a3679a6B3fF598a150e9AED2348,80.160159534264,2,1
0xd78e7fc0E2C464A32F5DFCc2fFB5A03606C74eF4,80.0018259438132,1,1
0x419721B4dd68aE7ca2f80f692F6392ecCCeAdB02,79.9839999017344,2,1
0xDF6da5f69C6075084021bFA7eBD804f0629D7023,79.07560434874982,1,1
0x53e127b273270395c172aD20c191ce8ac7A32973,78.97266915733027,1,1
0xeA82BA76bc62c6640CABf93a04Da46B0d9F30300,77.76,1,1
0x4302a60552E5DEd9b3b62c8c0e2ab582A25D3485,77.6935461558704,2,1
0x88b4067F1a0b9690FB8Be0cf89925Cb05ba71B75,77.0299784962609,1,1
0x50B20ec6EF8F3539CE059A03060Dc8069fA2524a,76.05662128258109,14,1
0x9c421d817d620c80Cdbe65919d2441Ff3560A640,75.70815510406412,2,1
0x3c62EBd80934c575bdD1B1BceC6809148200209a,75.22796650416734,2,1
0x08Ede5C20c6CB3b5F84f918322126AB207ac6Cd0,75.21547324521177,2,1
0x5B3292503B9030060146b4f06a536da9BbbC28b0,74.68818951977887,2,1
0x7cA6De58B4585D995092Ee8f45E1E5852B109d83,74.64749756328001,2,1
0x8a870965527A5a05366B3b4a889DCB1aAD6f27D0,74.41541730478627,5,1
0x607C77EAdB523bbDd3249B87697626fa18aB0cac,73.96314781709927,8,1
0x0000024BC043e565527f26318f7bb5DBae457a36,73.53774423610287,3,1
0xe4188aCa0330EdF890a6c368b6F0862D7B1a8648,73.44,1,1
0xF471F0008BaC2c08c53919428B2A541a32C36eab,73.15604317956162,2,1
0x34f350C88b84a14d98CEF6d060EddF936054c0a5,73.108634892896,2,1
0xcb4742a0Ae6fdBD403d0A899c52f4Ca76F1aE698,73.10148836654116,2,1
0x47E11226E492f5b31A5B25716CB52fC006133ece,72.9688461844508,1,1
0x10ec78486E6454dFF4d0DCF60A5e64d75b8Ecd67,72.9687658686572,1,1
0x2Dcc0C9ae6F7c0Cd58E2DfB16fF6E467654867d9,72.96868863450328,1,1
0xb48037E18Eb144B19bB10a4cBa957b957F53f723,72.96868715711085,1,1
0xB6767AF43d78B361f131cD41C0Bb1E7912412B55,72.9686870345724,1,1
0x38F0B039342F064b8cB533199EAbb1bFE013b2d8,72.9686087595132,1,1
0x9BF3aebe6eb7cb0AB720EA7CD85d0AD2948B0037,72.77789965084271,1,1
0x60237Be94C378D5Dc9c5032F8A12E007917CA028,72.53554889887124,2,1
0x9187A1f44C283549b306776fa9f07ca18DC4fef8,72.52248791854431,1,1
0xe2aCD2489DA503dEd4c838fC3d7307aab96cD34A,72.36615836521834,1,1
0x72dB5DA57d40473Ea01509c31Ce6e4D282A625f0,72.32416,1,1
0xc09a6b7a56609dBdE7B4CCeD1aE9621344CB7004,72.27709472943508,1,1
0x6E59426C652C87060Fc0378e1181a5013B0251fb,72.17196951282097,2,1
0x4d9BFBEc940A211590CD333fAa7112A118556D44,72.11144738912924,2,1
0xaD712C0204e7d907Efa611Ea879Fe6e48Fb01772,72,1,1
0x32CD2EFf0b68A9511e1A6cdc38b096501C7ce36C,71.89565898322824,2,1
0x8eeaAaDC0B41EB2e0432dE82F153EFCfc3B7E1e9,71.7661086973983,1,1
0xebaAf74188ce9153Aa771feAFc1D82393cEF47Fa,71.73801307210321,1,1
0x2dDf8e53332D02C50eBdf33beCd0D63c7Faf2FA8,71.62957685282862,1,1
0x6a1eFe471106a37E231f5E14fc1e605Da44a7Ec5,71.51319972133196,1,1
0xB588D155Ae5EF03fBCD5a7B0d4fa13aFe1E6b97e,71.42267216888777,2,1
0x1B1a706e932065a81FA152fd9131e798609Dde1d,71.37911993861532,2,1
0xA8A3a288d46E3014b383768Ff9EF4cF9eC2839d3,71.36,1,1
0xC2bCc2967b08c1C3cc1F9030b596Df36dB1794c6,71.24414085882924,2,1
0x15111E582e502c72aD04B854Eb0FBE8Ff189cFB5,70.40814242430228,2,1
0x4C0DE4DA49F87f2F6Defd2c02A2f86e45a2bA67F,70.40467643369378,1,1
0x19E4f894E53ECE41bEa39a493CaA4690a4E222C7,70.35308832025561,1,1
0xF7deC381A89c9D9085df1D1E40412629DE6C92c2,70.02220213120307,2,1
0x36C98F796060aD547587e8CfdD15435E4b829222,69.91371556930422,2,1
0x951B5D050006F37d5707c5a6753A62C8D893F9d2,69.38505950688236,2,1
0xF38bC07A6d34D4e913DbB241db8BFeDFFd8474eC,69.3201053528672,2,1
0x999902d179B7499a6667ee960574C0D33E1d22fd,69.31432541082829,1,1
0xaBd653d1372cA3d47c5ffB0AD0b949ec6294Cc69,69.31432532028109,1,1
0x0d4D3fAC2688d39ac2Ac7487Eb92aFC135F92a8e,69.28,1,1
0x9BA3bf5B8C91159df3bE985BD5a180a1Cf90d28D,69.2199036608202,2,1
0x0A02c91391298935DBd956c91F14b8272275EFEb,69.1196352567195,1,1
0xe44963AB67c0a6FA4466f5bAF820d91E02bb8BD0,68.97957123316833,2,1
0xaa64082b625C0B599Ce2bD6223feC863a30a4811,68.75060200314259,2,1
0xc44d25599214353CAEC81449B199Da457462849a,68.66176774903808,1,1
0x3B293FF64d4Cb0dDd27E08e393a7aaCa536D2e50,68.61488992062267,4,1
0x5D7955637cB6FAEd5F4b7a7F4E9deCFB9f9ae1bB,68.22323531226803,2,1
0x1830b2Db96d93B8bC2aA7E22b44Ae9f25A1dadF4,67.89347853242832,1,1
0xb1696311563a5e98A8135a95ce4e8A60156Cc73A,67.79139348444251,2,1
0xc48BB0EaD4a11f9ce1495BcE8d21c1b3Cd550c7A,67.62868722372605,1,1
0x07218767dBbC42ddDa9193c44f25713e4B4550a4,67.54003735381896,1,1
0x5205D8Fe8bBE8E30b7f39AD77899F393a0F537F2,67.20009314912004,2,1
0xF21dfBf90DaB607635291120AA4577f3c0B04D0C,67.12170993589243,2,1
0x51972bf35e5904E4a95cfbc050a9D4271A726eC9,67.087542225821,2,1
0x0428AB13037B6658561a7aA0EC0F3E4a4F6f7EA4,67.02230059369386,2,1
0x0E08995DD6bc94FD038045Baa29B3Be31D01046B,66.89085530230427,2,1
0x73a846ED8090fc0601D0A2241AC71243ec8D8006,66.83325623117973,2,1
0xDD6b62A1A893edd191609D18F35046017ca9d528,66.82,1,1
0xa0B80926dCBE70488AcAf1C55FF075E8F740c7b4,66.64766466326401,1,1
0x947ceA56B9821F07eFb23b16EA5Add57B1C13d11,66.3560672176333,4,1
0x817bfB12619A829bF4C5946580c7102c50Df626f,66.29990153393197,1,1
0xBcaFB826420394D9c700fFCEB090c76CDEdDC921,66.2535507005284,1,1
0x4b7ed1a87dAd7dCEF1eA6ACa97314ff6e84A6888,66.23474885340104,1,1
0x3F773372DC9345a6A470D415A1DEDfBFc27eD476,66.21915886644125,3,1
0x864E73c48D2Aa34d6e483EAf993f3ae1C25EcdbD,66.18615207484424,2,1
0x8e85c14381923265eBfE17D19a3EC29708363202,66.1710559333848,1,1
0x199917f8c0325F527543F8fFCbF30bBBa8537377,65.77081575179938,1,1
0xDC617Ce279471339C1EA8B9B534d91eCC8C64B87,65.73664622455297,2,1
0x9638d434C941a96023663718880301Fa2C96e79E,65.666549589657,1,1
0x2aa7Ff024c785de8B3BE20a4A456d71D326d2D51,65.60044022729437,1,1
0xB7AE37286362D31CAe16DB762bBa403bd5A8F229,65.49987326814859,2,1
0xe9F30bEAb4059cD1D130D700688344381bc92F26,65.37372503944773,1,1
0x120112677618F6e6286454DE485c02ddd830d970,64.64256722193403,1,1
0x9A9C82Ebb524Dd6647165bCFb5Cba6D9C85ECF33,64.55358302156084,1,1
0xa07a9bc2e42E36A4a38B287F464DC74F6b73B4a3,64.5514625332466,2,1
0x34E95DbA2Ee74f5dE84b8b8f64F7804048F12b97,64.46074715845496,2,1
0x86630B46391356E561896F4fdB573B8b31ED136a,64.4536194286581,2,1
0x93fFEf50793370333891b07Ec50b2F6Ad953DaeA,64.45306003463065,2,1
0x513A78A8F2d231Ccc20A5357D699DaA8d5F64090,64.44265785460826,2,1
0x8D32773d331a3F8C13651C39d20bE14C07f8a7cf,64.43736725351451,2,1
0x565B20196059bAB26705eFe8d7684ECf9E626F5e,64.41209645303657,2,1
0xD814F472C8e9a49c395394F54B7522D8542684Da,64.36551426481239,2,1
0xe66530D7883C769AA845F5a7fB833cfD8178eb98,64.36512084901551,2,1
0x19eAEdE9CE6792faDf58CF668352DeDD85bE90dc,64.32320600303548,2,1
0x57086Bc3007c340310b30E1d069AD607bE4AABbF,64.30721670910935,2,1
0xdC6Aad25b96e6db9ae899B12d7fE4e072BDF5979,64.30699708039971,2,1
0x10cEA9228bA828a088BdbEeA8a093929edce0607,64.30699582001252,2,1
0xf86975095fC456a936b7C96284d6F3d9D41CC46d,64.29277689557833,2,1
0x781d6526d986c83b9f6Ec100460B781E0033637F,64.29277553409193,2,1
0xc7eCaaEf4090893036a9Da8Abd3cA5b68fE13948,64.22576334796567,1,1
0x052044580616993EA0f3e1db023DB39d76990e8f,64.175995053488,2,1
0x151d99e5707694faD6A9128DF67433186f9E5A28,64.1615995686976,2,1
0x12886DB46BF36a130f49EDaF7E39Bf0F67Ecd76a,64.1599999101008,2,1
0xEFF9D083AdAb66EA61DDA7A4Dfda0A10B2548b07,64.1599999101008,2,1
0x46cB7Cc9Ca6A78Dbf2995b7Cc3337373e56B7F88,64.1599999023568,2,1
0x62Ddf4fa6D23878D24EAa22785d950f0Dcb5d49B,64.1599999023568,2,1
0x6C8ea4Eb7A800aB9c76a5338d8A518fF3182B24b,64.1599999023568,2,1
0xFb70Da04190aE2aB6067a4cBD88d6882d77838d6,64.1599999023568,2,1
0x57440daA7212318dBE536165739D45690040e6D2,64.1599999023568,2,1
0x0BB277Ed93920395CBFCF91ae5A0B43748c23f66,64.1599999023568,2,1
0x8e45DDe2aC12D81E2df06FAB7c77fcE236EbB8AE,64.1599999023568,2,1
0x9A9C9E544aE6614c20F29cbB3c5d53663A55caa0,64.1599999023568,2,1
0x7163D4fC9058e2685fb4b4B2d3E94256007004A1,64.1599999023568,2,1
0x835E9607bEe23772aA2F0f31B3Fa5B299De213cB,64.1599999023568,2,1
0x7aDF0896F1F6Ba756Ea1a439996BE36479370De6,64.1599999023568,2,1
0xd06C814287083B26a7A1cAfbD4683B17C26eC6e7,64.1599999023568,2,1
0xfb57cD5a3f9d05E499276d5b23F5c75B7e4cCF7a,64.1599999023568,2,1
0xdd9ad024A06d0c533dF82b5D81859ACF88905eEb,64.1599999023568,2,1
0x05de49F82104268e7141541af78690Daa37B7117,64.1599999023568,2,1
0x69986371F052e7aB7970F96d98096Dfbd02B35F5,64.1599999023568,2,1
0xD14e64d04AF53bbED8DB60A0573a79b75588981D,64.1599999023568,2,1
0xA43F06d0E0D7ED42E26854940B22263694E27AdE,64.1599995445104,2,1
0x2B3e1D474541C4efC42bEC3984245A5908D9CFE7,64.11544806099526,2,1
0x95Ff94ef5111D536cD36E27bB5Abc4f04e869Bc7,63.9999999023568,2,1
0x7170c035D92b80b97A163f73288af66D18303661,63.9999999023568,2,1
0xdf4942B8ADd3c32BDFEE9AF38Cc09e033F4dc0C9,63.88524925059191,2,1
0x6e4Cd10D2E42613e5d564E6341AC7F523c0E7C93,63.289075105506484,1,1
0x364b03ac0a19B49953cf9ad50Bb92F1867AFB73A,63.01822966788973,1,1
0xa00027C902A0Ed2722563217789B4B9cA7A73e80,62.69544607916285,2,1
0xEC099DA9Ea96C4ccfeFC9F2438ca750991D44188,62.53156930737207,1,1
0xaD1D995742d14ce19bDD48a3efF50b662C45Ff2D,62.51470433888073,1,1
0x936Bbd6771d2A1821B23B85A5DB5f4D94a4b4D69,62.41720199120053,5,1
0x4a80Dbf9ad1d2a19B6b52fa33e94deA8A149d1dB,62.38514845226599,1,1
0xD2071c9994F498947330357ccCF00C97881F78E0,62.26547812299078,1,1
0x28Ff2B4925f7873d620B945706092A6C016c0C84,62.201232072494996,10,1
0xd22c830eD8c964fB36Af559b10d935FA652bE9cF,61.96288987281952,4,1
0x3d4478D91e51514664c49cFbAAf854B80E286f89,61.64467395696095,2,1
0x6370a23b902223731aA37407E5982DCCAbE0c7c9,61.63287309440034,2,1
0x1cf93445f78f798cCaD20A0dEA05f5E2407F2CCE,61.32036152038779,2,1
0xA71e54202D9bCa276119d283f51bda5051C0aBB4,61.121440844800965,6,1
0xBeB6f0A258990723cCE56092673c4d007F37c30f,60.97173046687595,1,1
0x9683Db61C5e24E0cdD359b7e928eeA4002765Bfc,60.58484011084747,1,1
0xD799Cb5b40CFE471E7F93eBe2B773A7Ef7562744,60.2133592951696,2,1
0x3FD8F6B1928de355479b5729Ef52423A32A5663f,60.123215631774855,2,1
0x7486A9a79f5250854A90aF29885Ef200f973705f,60.00242251083652,1,1
0x082cA472cE0319e628DfE34de7Ae1DA5d70aE4Cd,59.97158807316156,3,1
0x33E3bAa05D0Ee24fEff3E0FaB0884EeBBbEcb3B2,59.84,1,1
0x89f6e181C9112b4bf2eE2e3999Ec410235493414,59.49107329060445,1,1
0x633a40c4ec81a79f7968EF2eF8f7ebBF91Dcef60,59.375338733204174,2,1
0x19dC51950eeCd6a6b84998dA6C15b92ef7982AcD,59.2640226264432,2,1
0x34FdC5667beC887E3AD436b07155B6b838795560,59.20005371604225,2,1
0x12F940d8C6ed8DeC3Cc35E171bE7212661b92FBA,59.1224242551712,2,1
0x5403Ec47bb94B3675Fb56Bd75c678102d32f19cf,59.1040250533184,1,1
0x62De1b0Fd74E52DAd28FE2941C1bE1DB03cbD31A,59.1040249587088,2,1
0xc9dD0F81217aFE7e3D2B2984618eCbEc61D55056,59.1040247352,1,1
0xfeB9c1DA4305C10f1D6d64EB91C3001237d921F7,59.104,1,1
0x930ca80Ec91fD85e324A0FfAF31872b97679cf36,59.104,1,1
0xD8A0645A62702f5Ac80254d12cAc1B46cbA84bFA,59.03999855404,2,1
0xa7786CfA7B5e53599e666D33a9d5E1D05b2688c3,59.0281903541216,2,1
0x6Df5195e2990BB29fB6e220DF98Dc26EbDe9eD9A,58.9868793750448,2,1
0x8DFEDB1F62820222eC8Ff4D68dDcD86b71116D37,58.76532683607483,2,1
0x9D9B0d80a4c7c625eC2072428a6e98462f7B14D4,58.5442296821968,2,1
0x8E79742adB81ed3CE83C2478C77BB14bB0Ad0280,58.2667260930784,2,1
0xBb0941623cc3fD0C4e4B47962e41902b156db9D5,58.0372377802336,2,1
0x3d4263Ef29F1d9C6f1CCb9699B1314DB82CCBD42,58.01259470731559,1,1
0x4000F6626B63Ee7EE3913CcE4C13891dB834bdb0,57.77949833567257,1,1
0xB1CC956A6c6D5B2A695440f2488e80dDCF227d78,57.670744838960644,1,1
0x8E28C0894Af6D7b0ddf9823d525eA887D02F55C4,57.60822671273785,5,1
0x4BC3aF498CD515dd0Fa4b0184D6cf13e03760C0c,57.03472,1,1
0x014d3e72D073Ee9549d17C0421237dce7be3EB69,56.94258287583827,2,1
0xEfF0Ad5C7384e33A2Db233CD808C3995BC5D24a4,56.7999926143888,2,1
0x4C676730600090080002D07bdEFC1860a3f39817,56.75282505960777,2,1
0xf6B99322149b843F9377Db3aaAD386a659F052b2,56.43077495317155,1,1
0xCcc7F8fDACacF1207c5Ae9Bc673D4a7aBCD9eB34,55.95727424650598,8,1
0xd211Ad8ECfA55F8c94b108cA1EDE3631002c8AB1,55.46132803681691,2,1
0xC1cd0670c66d810D8599CbD6DeFA051033779Fd6,55.05026553651763,2,1
0xd67eED8EdF5d81CfC2337Bd1e9204B6C1C2EAD03,54.4,1,1
0x835c2Cf72C710Dd37eB158C991104b9df1174649,53.92,1,1
0x3A38FCd49C0231E546A2EC36A760D4098c2049d0,53.62023822105527,2,1
0x2a5164e46e4e6e1BC7034a1A7B4C307156d558F0,53.02512,1,1
0x82073f802547fEeEc0fd49719a3D7697fB66076a,52.985787505229396,1,1
0xA08b280254cf7460889D4ccb08Ee1320C3c75F94,52.62115923689338,1,1
0x76B1e38f6789341E827CDC7750b9e11f7a51A248,52.17503395921567,1,1
0x4E294e969a2c63A4d6dD30c17e88e77c33886Ce2,52.00013759316987,1,1
0x4C7D1953259A2eAA1f290e504495e5750D1096Be,51.84000000000024,2,1
0xf9DF95B4d60ca2e4Fc79433254122DeB86782799,51.84,1,1
0x73E9718F7328F98A59fBbeC50E71e19BBc2B35c9,51.82,1,1
0xD8a9737317605863dfd056930a04f0676aB5D339,51.47603946608057,10,1
0x8C763986A2c8B5b5513AaC2D4d2BF1c9F72725e5,51.34060350041214,14,1
0x05Aec97411631BF064DC7A8A3707E6042f543E81,50.952846818315166,1,1
0x3E9dECd87842dfa13BC7f1c87a348E7b10ecf1ef,50.93238578660454,2,1
0x13Ae9A8e8295fd62bc8863A7Fad1fbA82C6B45Bd,50.657380826616034,2,1
0xc13404cDC0AF1f5bd77BdDdF5120574431209942,50.5392,1,1
0x0a242da994EBBcbE1e8673616a1B35D884c78133,50.28203869325145,1,1
0x836d275563bAb5E93Fd6Ca62a95dB7065Da94342,50,1,1
0x6C492C42393e1561d690e0453Ccb94F15DEf587D,49.99004255304551,5,1
0x623FE15625dd24680a1177383771d5CdB61A0d39,49.91257009627091,8,1
0x7643257366A6BCb7402857AB2714b0570e6BF879,49.78323168749842,12,1
0xEA72eCCa1Af9d6FdE5E41696e6b6e2fb8C7aA1A9,49.45534974026049,4,1
0x7175118CB683EABffB9e9E957aA2158285355F26,49.0271869886768,2,1
0x8c89Ed219d02F1A5BE012c689B4F5B731827bebe,48.97821332745914,1,1
0x33C3c73bcbd16E2117A68958bc03fD945f5C4a9A,48.936888405501016,1,1
0x6a79BAb4D7EAd18bA1A83E3e909d73FB2A9B5E8c,48.63081556962063,1,1
0x198D138aEF96CFfC841bC18203cd55fF959Da680,48.4110686643776,2,1
0x84c83687CA8cBcB7D93Ae749C72f5bd2CB85B4b4,48.36085397060152,2,1
0xA152F0a489E520B81CA719df139782266efFdAe0,48.171973087485966,2,1
0x495774499E129C3Af0522220503c76ba0d024E01,48.16192799704864,1,1
0x2bdEfe7ea78009ce07fE2E696B0387BBDbbD74b5,48.0758394956528,2,1
0xf17165be09ee8E1d8DA1ed67c5CaDC505fa47d3c,48.006142572827045,1,1
0x39f86ECef62c5bcE23428d6b7c7050D9Ecb0e346,48,1,1
0xB5Deb2AB829322DE5c9C2DD4B837a444202372f0,47.92127464473564,1,1
0x8342724121A96434759035852cD6f0297baef9A5,47.919158536683796,1,1
0x526A0449B930e58D861C292a546d21A6250A496c,47.77641909753826,6,1
0xCca65ea3449566d7Cc2f6589BA126adc0c151Eb7,47.7303343016781,1,1
0x18D3Ac28E816bEf4C3C3a9EE4e2Ca82248b73014,47.67126938679976,1,1
0x45920D4449c38DE964c8Ec8693eaEcA7E350EFba,47.65294057157063,1,1
0x60eB0126437FA01c7d62EB26B7D9D55fFF8c8e2E,47.6503522719824,2,1
0x757a9D479F15ecd09F18D06b6131306DA4eD2dEf,47.30672,1,1
0xF245b710f00a1106Df9c129Bc0352680B1b1D988,47.30175257949363,2,1
0x63e4E7A299276Bd07FA4Ecc6c0CE2591F0349ADA,47.06452822988,2,1
0x19e2a3C0Ad0D0A3892514b38398788995E3B5D83,46.932189175933644,4,1
0x0b44353D3Df4faC936Bdfe5E93F2ca15F0A2870b,46.90334812080399,1,1
0xFe90727BAEd764046269f70f6a1EFFFC8CE8DcE0,46.68239354097952,3,1
0x98e68853102E2Fa1887F34b99aC25bA7d53B6b64,46.01041107459088,1,1
0xe879205fBA1754e4C50e5237D5FcDD9411B3445D,45.9476795443376,2,1
0xfEf3Dca5cEd1EbeE16c4e84F0E098f849daCA007,45.5666367334384,2,1
0x9a02f3D971e5060a80DD7B5C3C38ECcDdE4e71F4,45.4079025864752,2,1
0x73631F6042aa882b8F809075B91346E447E7a96e,45.29248513749424,1,1
0x68c77944Ba8DeC07b665493A842E376dD521f665,45.20845731991418,1,1
0x74300BBf2Ed86622E2dFfa4E6951e5d41A4BFcb9,45.1972077535219,1,1
0xb4D808623AD0E9090D4dAAD86aBF2d4F19CE2d96,45.19382205664569,1,1
0x89e46cC12D97CfA148bbcF8098B5d0494Fe00359,45.192227016491636,1,1
0x2b3f227023F58e1aE113Ac44887faCe8Ba8b8914,45.14016917449636,1,1
0xbD6Bbd59dE3eceF0024796EfD971cdbf9a49968f,45.14016917317636,1,1
0x60c0ecf655E3dEF819e5C0425de6f775B5E1b27b,45.12486226559992,1,1
0xa094Cee1bf1e7f37D576F1b86C8742684bbC181e,45.107771152683156,1,1
0x3097bA21027479C4dEf201F05407DD409BFA91Be,45.10281841714006,2,1
0xc6647d291A27aad378b49E2b8DeFb4da6a8b76C7,45.101404933923455,1,1
0x027C1df1643Ddf4d90120199eeC0d0c0ff19ee19,45.08672109884755,2,1
0x2342D9Cc47E8ECEB88C7b85E35455DB9D4Fcb22e,45.072882064710406,2,1
0x6b1284b70CFaefb5F399Bc989FA0DA6e71C57194,45.07220298414174,1,1
0x131907C460595a7BAa7b79FD74Ca1dB244f68732,44.93272486454717,1,1
0xBA299F0A7d9Fd8024F11E9A6450d12C3BA26130d,44.88316594239895,2,1
0x2B3a79B0be422119D43f2A35dC332fcb986184bF,44.88316594014135,2,1
0x8f7BA0b1Fa3d7D07CdeaC94B792a80ecC632bCb4,44.80001909086879,5,1
0xeEfbd558fe9406774fc221827849d473c59F0D19,44.77949486633544,1,1
0xD4E73c6D544c0307784a4Ba5680cB825b659571a,44.728319293659474,1,1
0x950E077d141A9Eaca37e71702AD26F2551E6223c,44.67987006998914,1,1
0xCB23ab5E4B1Ad6cbDDC617Fb3752134632A07aBe,44.67487461172687,1,1
0x0D0B0cC62bCaF968b2664ADfA792CDC54978F633,44.64188413230354,1,1
0x45bFCe98f9C92A7Cc06F01127ABf88a4c70c7b20,44.634249407848856,1,1
0x9C805324DC7FA7D93F2C547FA6f333BcB3E4B906,44.62299984477978,1,1
0x5A9E8467A15Cab5a2E2f63d2fDE57B82D38559cF,44.565273487563225,1,1
0x3daBF3E7cB37bfA7a8Dcc8a03C9B864719c9bd41,44.51581690685523,1,1
0x9B1eF1F8b56aEFA77b39f6f1E51e2BdB8ce55B53,44.43524517372419,2,1
0x07e74a7C639c716E2C78d1797B6DaEe7c6C695FF,44.17139541209384,7,1
0xABE2b1A2BDF9148FD9291c026CF61D422A4C7Ba7,43.900515507665396,2,1
0x131159aB113274822E2b5928Ff2C69Aded0F6ba7,43.878918015141934,1,1
0x0f80A61095b5C0A675ba56a52e06D28F5B42bA7B,43.86052509163776,1,1
0x96C013a46adC3a346e53AC52601B4195691aBFe9,43.19999990132,2,1
0x2Da16d778cfDe3C174A3CDb9a8d92CE7C9b594de,43.1233593156768,2,1
0x263111B2d8F31442BbFeA54342D4F38fADA4016E,42.437677029943806,2,1
0x008DBA3dE3A8b4654bf74D536FE4BE8f1311ddb8,42.39217422963039,2,1
0xB6C820979ebBc0e42230B93D4490277eF9EBe3Fc,41.776806384895146,2,1
0x02Ac75F0F508aCE40caf73c1EB5dd9d0E84B0eB6,41.76759424530102,1,1
0x4e557d0cF21DcaD04387400d49266BBaeebAe674,41.76000013849056,1,1
0x7588E244e8194E27a6FA172eab87E7904CBae0Fe,41.6637480944784,2,1
0x6dEf40C44173250EA13a65210cD009865f4435BD,41.21216,1,1
0xa28Ac5182f0a6284C5D1Ae59054bBFAf51Be86CC,41.210322676146184,2,1
0x1520e3301Cd9208b2667B4c0AE017d3CA44Df1F3,40.81273292531668,2,1
0x08CDe4160a22441170D9F048383D070c566f6f63,40.62968901772503,1,1
0x3Fc741a9327FCe632781c059204b2a221c633683,40.4207748507862,1,1
0xe20B896e3846541e326Dfe7C40a2a8A00b371A05,40.3340750074992,2,1
0x96317894F18e4A94AAB3f95509298B10b91DC1A9,40.2154751977344,2,1
0x0617Bb3Fb9CA7Bd0cA93A44ad0f93849558E1F72,39.9136155817344,2,1
0x6777B753a2F0d572D5d6BCEF969A2264D8fd9a99,39.778090184590674,1,1
0xb0aA36A995b43bCF805Bb47E576584eFbE62A0B8,39.71176016421159,1,1
0xe2d43ccf2FC2867F8ef6244B4B4078c8C74aD8f4,39.66513201910126,1,1
0x337f2DE8b67D29406f9721bA4e3F85f8f4aBC129,39.52559299107095,1,1
0xdFa872de45635bC373e32Ce25016708B97Bd56Bb,39.42282418097232,5,1
0xB7F2516B69f31E7d6bD977D3D2F64Bd6B624894a,39.14752779001109,1,1
0x5E4495562a9F41FDa9e132ef281bEb1407cE3b24,39.1276186910464,2,1
0xf0DCcBB02B6806330431BBa99fc0d4e3Ec15EB82,39.07595186364432,4,1
0x7A195e1D1d09e9A3bfB3e3bE4e2D3B1462f7c6c8,38.840139008013026,2,1
0xa8e6D915816d5a9F15cf1C8D19Cafe1bddc98bbA,38.727379079233266,1,1
0xC4d4a66a3253C0aa73E1Fb1662eFDCdB826774A2,38.49050402277797,1,1
0xdB7cf1C831F2C72Db880e91E114EC25CbD0186a0,38.36268431833264,1,1
0x04F5E7bE39197702df399D67a500066808BeE754,38.33367965966935,1,1
0x61f261df53e6F0c993551ECEF78F47c377Afb29C,38.3028545355824,2,1
