wallet,total,positions,version
0xC019D87b11e6a96cE6F36c8DccfADFC377C3a35e,576.1870567236253,3,1
0xDBB9d557191501fd2CAdF5a9FD80845f162d20dd,560.3797064849293,2,1
0x574C6eD03833e957dBD13257E27d29a00bb08C61,559.1153153602639,2,1
0xe98B886Aa448d585067087D5159792266e1Df0E7,557.1571090560229,8,1
0xff7B905Ac319426f05FF983eFE3324D3FD610Cb5,533.1571830344906,1,1
0x2c39B8C5B9D31299449474A4D0bcd8F9A32751E4,530.2399989620816,2,1
0x1BD5371940f7D032381a2da7F7e651f4E398fDB2,522.0526260511831,2,1
0xE4DCa7389681d9a727820Fd5589b7542a3703C6d,511.6832427817344,2,1
0x39f4DA389fEF57165BD470Eb422c755e271F785B,505.7542692827767,4,1
0xeEcA2eee9D6c895267Dec9fC1c8e1e62c99E79b6,480.34193447234895,10,1
0xAcF54E34731386De5a96f85BEdcF17Bd6b02CC5E,480.15984,1,1
0xF0276d7D27a98cbEd1635E7079716E9Eed73f329,475.1314461764154,1,1
0xD56dEd942a273e857ea422A0cad6296cE6AA930B,472.86416,1,1
0x188Fc2bFfED8B39f7107734e04C26705346F7169,450.47888,1,1
0xA1FCD7B2F6f36e6C14EbF77413bbE65DCEe97792,448.02030447917343,2,1
0x682FC78b243f445289ccbC53aF05daDBe80a1b09,439.2127543398768,2,1
0x36733F908C9A2429C6434C95e190B651f3C0D9AC,432.1853186114681,1,1
0x8D045e12f52A6f03f413C004f9Dc78D5939e3ffA,420.9717754040032,2,1
0x4Aa4A02708B5A191cD9F42D6C3a99385B180610C,415.24433361888606,10,1
0xe4eBb238b7a2F3682e40A7B3CF34bA01b6550bE1,410.0283136935708,5,1
0x06aCc6DeAd0DEB7e06985BBdd7f1347346A006be,409.1233120272494,2,1
0xCEaf1E7DE51027e6f69C8C72AC29f43977dfFF2d,403.4366984907343,5,1
0x9Ad490C68ceA1573ABB4db1AF128949ed2325777,391.77314718527253,2,1
0xe0A19477e7b2D7D34a7abCBb06CF1D3Ebe281ea5,391.3826532035559,2,1
0x4d22F5409d0f7eA11b23D7eF8734bA95481fA2e2,389.6050512121256,4,1
0xa8F474811e7631B365eCAD33364BE545A6111736,385.3800252851548,2,1
0x45305A64dB8fd0734a187Eb28499CA7945b599fC,380.40772380139884,1,1
0x540a0027509B1C9aA0a2c5C65491cC97083E16de,376.94579764326244,2,1
0x793b0DD91880dF5E9bF1a005257BEEAc41Ce819e,364.7502380349444,3,1
0x9b45876729435fE28e2ce467F2d56ce43ab14988,361.2709366968336,2,1
0x9dFfDA5E7aE249D043eF6dE901E1242BD3b7f742,360.8918601558865,2,1
0x4D90cd83c0Aac70628607a3b808aC452a06c155C,359.4350925846942,2,1
0x3Af74aEAe9E32f0B41d98518324dcA2d3c71c8c8,358.91213008226003,2,1
0x72e235b98389e6B7CEE38eF6140f9dddC2163806,358.219149182633,2,1
0x7eCB66983e018f0BB3B74Aec80f29a5A99dc5DcD,355.5433792440735,1,1
0xDA1187F3e6Ea26b831F4B4175f455db3E6E708A2,353.0857147444655,1,1
0xeb0939D7a8555106c187a17C9cFA8409d8Cc2cb8,346.1605130609437,2,1
0x83D96020B0766f567AFd2e19b5F62ef6Dd4026D5,341.79467234930246,5,1
0x9ef27fAE9ff3B973Ac32e3adD624050C58C4F557,335.4664326005835,3,1
0xbc166509983a4c7cE68D857DE3510F61BC18552f,331.87688208529886,2,1
0x4aC3728c8C2CCAAf89784ea9C9Ae886A9a30B56c,323.3888,1,1
0xB3Cf4c8816e72Cda1b376294339c783819DD3F6b,320.973599830208,2,1
0x08fAcc72b9375b7b685eE1467467bC8C3B3D4630,319.935712022157,3,1
0x909E1b4b2248fD7bFa8b218c0e0c64fc06062cBD,312.3370105337328,2,1
0x339d413CCEfD986b1B3647A9cfa9CBbE70A30749,307.15424660998053,1,1
0xB8FF877ed78Ba520Ece21B1de7843A8a57cA47Cb,306.39998293439385,1,1
0xfe7A1B3935F4CbCFdf765719832892D7Ee7d40E8,304.7876701737344,2,1
0x528d8d094A5816A29BF99E2acDf50C4B2Ce7ce94,299.9555176432599,2,1
0x81460dF77927466C7e1932b4A7f60558F108B815,296.1290402807807,2,1
0xB1329413c9b4c0cC2CE58BEAe952CCEd7a211448,286.08,1,1
0x427A60Ec225B8863b5930836d0738004B21B799e,284.7189117269341,3,1
0xc978f6e6f46E1E7e4Fd750274f83Ab21F5c21B39,281.7025114185711,2,1
0x7AFFb749963497675Ab596fFd4fc7383BAeE90d0,280.4198870659712,2,1
0xe517f5274a21c74AE230D99010AD11992D0E836b,275.62517241080394,2,1
0x52334c23539324428A60bcF10ddCde1F77140588,274.967038209592,2,1
0x01Bb7B44cc398AaA2b76Ac6253F0F5634279Db9D,274.65562377134125,4,1
0x3A425268663003C3f23c70Ea9cE5730F3eF60F29,270.3114389680309,16,1
0x1803048C3c5f1997e819b0633594A83Ce1D88832,269.76,1,1
0x35fc77AB8F5e9be49a181E2D7CDD5C08cf52c8A8,268.7405415106448,2,1
0xAE5d32B6f9472385Fa2DF37B964b05100ee2fbF4,265.70987326063283,8,1
0xe93685f3bBA03016F02bD1828BaDD6195988D950,260.0125397628164,1,1
0x9a7eC27199076736E32f394BAABC9dE5eB0eE75f,257.3570571946764,3,1
0xd8844B1661e8D7f22eb34FeAeE49b888be3f7f9b,256.2116983626204,2,1
0x978bB679eE39df429b46f1D39742D1f963DB7C0b,254.5654247838871,3,1
0x2655522042A9A14e0084083A0A5EE47501940448,252.8,1,1
0xCD442Ae15c8F7f93bbeb52262FADe1FdCECCA374,252.8,1,1
0x405eD99e12dAf1ee89dBDd1d0D4fD933D63Eb13d,250.2873888951298,2,1
0x5270c21628ef9B2031617eC8A73A5E98FE6B1D39,246.25351214984352,5,1
0x61E3CEF3Bc04e141EA2a03a62CD9293D16c82344,243.00187574790655,4,1
0x315963E514d6c7d86538607919D02B76b053Df64,241.9725173569062,10,1
0x51c8751740e3113CeF26C216cbf4844E882e82Bf,236.03344957603775,1,1
0xfF99Bc9C53D7025F9d3e5a87d55353eE0B7d2a03,235.60119890501954,3,1
0x90e59896C405996416b3AA114e07fe47e5641181,233.69875637970603,3,1
0x728157BDED1e13b03CDEacE8183751b5A476361a,230.91439294389656,3,1
0x0B96940D7409FA9b5E5d86F03c4847Ef5b97746B,228.06943894365546,1,1
0xa66969A9B77A9ffe41ce02494444f9BF48ed674F,227.71793733099747,4,1
0x4a5C3247bcDa98BFB7aA5E92401A6346Fadcfe5b,223.69357474466426,3,1
0x546Fa71BdAf724f68d9aD7a5917B050F252503DB,223.16142450316667,3,1
0x406e53E6b96fd072be36FA625229b83A31670d59,220.9115051172518,3,1
0x67Eea7a2e81F7228C98Ea6ddb3BD4C4849A55554,220.57815345940278,6,1
0x09230A7aE521689eA7d4206e76d2525AfbEa8389,220.4565633775574,1,1
0x6c6967a17d6Ee254A7CfE8A9109391272e0Dcca0,219.7935788625136,3,1
0xFF50e30630d34FF0bB0A5aCe3527aC9a36F25371,218.23672586377876,2,1
0x0D083590c048A243e24a75E3a7C968145DE25B44,217.8403402827942,2,1
0x623B0D0fe0Fcb1B4376C704827ffA7d657924332,217.00772667003702,2,1
0xF7771d2574d43C62d7a31b6bcb06193EADdDCf40,216.3066293346558,1,1
0xa22C460390a0994383a2636f4BAaF0D67B54FF97,214.00710643350993,1,1
0xC1672Ff2720A70509c8b9A9BB6524fbDc111b9E1,212.48125094674566,2,1
0x2E1F018276902FB09cD2503fa5B74A0D4d8B55cB,211.20442464924997,3,1
0x2A76de27cEC3B17F9f16014683d4B382695217a2,211.08050507996984,2,1
0xFEC4d73BE350A277802141ea5A70713E0b31a8CD,209.20676351806154,4,1
0xb9A17e131aB04B680Cd05dBc33A7E324A8D5e894,209.16060615122925,1,1
0x326A99047a5e8e687812C8455Bedf45026ed63af,207.94871453439885,1,1
0x2af1804f3cC1c084ca463a1A2d0cE39346D1a8e5,205.82167485485928,4,1
0xCDDbEC57F76D31E2297Ce2D6Aa8a471925E2C106,204.89916099083374,4,1
0xd288c83CE9f9e56ae9adA18Bde9A88AC39AFFb8F,204.8376060441151,4,1
0x54168d35f4Fe48b290804e0e3890b449a88D0B10,204.5054690640448,2,1
0x23935e955796f6dCd0434663E77baE8ba5E5928B,204.2369279912588,4,1
0x7117Ae07A0A5AA66E49537db7942FB301aD3aa0C,203.8531510486001,4,1
0xb70ec5a24b477691117df192004bff2aeD6058e1,203.7341010778668,4,1
0x0F279c004cFb85BDB777b372AD04eb1C502E40B6,203.59413532660443,4,1
0x91748B04A83C257B5417514D0d42E8592e24CD4a,203.2397916431974,4,1
0xb8B9FDed0Aeb204f397b105E24c4B4F818a53459,203.1976521374031,4,1
0xb4Db31FFDf39F11346926103E3cae6fC71bBCDCB,202.70302997044854,4,1
0x0640B41b7f22cD9951d3Fd39f4B1115372e7b6Bb,202.6712560235981,4,1
0x6AFF345497b129ab135D5f58acd306473E237810,202.55930166155167,4,1
0x0e0c4D54505E18a58010C61085fE1A5Eb3797741,202.55172045647438,4,1
0xdd52435C4369f55c9FB29488eCc037EdE1BA1500,202.24208151409354,4,1
0xb517cc00806C9521717B87edA4F0055B3dF390D1,202.16917203042144,4,1
0x13a1331e6d442FD745981cf97e44c8e694c7991C,202.16557292801036,4,1
0x425100Ddb1a87CCbcec75306193B25bB12b12ec9,202.14838027952393,4,1
0x04bb27C616b36cb76EB5F9458aB180b10F806397,201.90383543950605,4,1
0xb82B34B14B1A46AE0EC3e7098f2136E1C12Cb70e,201.57966810601317,4,1
0x40C2A1a8b49008A345ad38DAb0b15bf9C1960ea1,201.51350397054907,4,1
0x97745c3ad3327179589858acaE8c9C50F88Ea0cE,201.49657551877345,4,1
0xD09e22250590eb71D758102E2658D947987D3750,201.48099806087308,1,1
0x59f3D15b33aBF27eC63beAE6e06fD29FC3a3255f,201.47489443541758,4,1
0xE6C7618BAF1365D1a4600f26196A75F85bd3b45e,201.25856076465314,4,1
0x3E9411e20be91e36a9e8f3d08176C380e1ba49e1,201.09393507786928,4,1
0xDe9E3A7f6411d8f7ede4dBc0e9ddFD954e076EDa,200.93958965364914,4,1
0x049592d0EFB4E2ddaD4F955f54D4959D10D294c0,200.60083842277584,4,1
0xbf616797B08CBc8c23727d9500f051355489b4EB,200.56476457655103,4,1
0x19890Bc314ACDb53bE3b5042Ed0bF6A7895e3212,200.35205144450836,4,1
0x92A1F82B81c8d2D296d4DE1434D2Ad5F7deCa355,200.29408695469414,4,1
0x6aA11C440aD6FA3B01923b43B90e2229C756f421,200.15174551712772,4,1
0x0000d5B71500FEF8F797a69cba5995FD93341111,200.03073377780973,2,1
0x5b0B158356FB5033F0fd1E5A8c7fB227F1834e04,199.9448117993229,4,1
0x43b35D0A1C75079b38306Ed33FBC08F90C8B14E5,199.78826128101343,4,1
0x77cf7fC2CAcf868CD07fe0B11efe231166289104,199.73035102257222,4,1
0x84ef239a7864be99fb261F85Ad134eb08bCfCB5b,199.71609309991084,4,1
0xd9454c8676F0C9FC93e656658B44216Ebc0D0278,198.98740763005068,4,1
0x3082c1e9Bc764b7FaB74415e70e595FaceDDD16F,196.4886796574784,2,1
0xC0BaFC6Dd13319fdDf3d721e99965B2f1fED512c,195.9404794346876,2,1
0xDaE47Aef15Aa77ab6db2fb70bF3319C980c8176e,194.6881587319549,6,1
0x329B894929C379fE0c84E69c160C38D09fd24f2f,193.56112,1,1
0xCa5021bf2514E5cDaCf46870c2953b7771f2D552,193.286181267374,1,1
0xd8e9a27E5EA0fE67aef48C9E764d5947C6be3A1e,192.58515487433715,2,1
0x3Fd3462F9E4D3C41Ae6880600ef3f6BBa77bC90D,191.9999999017344,2,1
0x3fACf7Bc2Be6608eD44a1FbBc205d3cF27977987,185.28,1,1
0xA6e6fA716b55A08f3F75E8B99D954725Bbf56927,184.79152659496424,2,1
0xB7Ea25b4EBB215c9cb257Be567CeB67337e9b187,184.26944,1,1
0x31a51Bb623ac67D1b7b8f4f7c1c7CB1F8218e6f1,182.60344070486983,28,1
0xF0eb48f33Bb174D6d17655574231a6a3acd4DD6F,182.24072696431185,3,1
0x375376Ab05A7c506FBc82ec34f1f24EC5b9e96B5,180.88865691671757,4,1
0x8b6d1F709FCF62BF5c3Fa288B1194CD945F9b1Eb,179.33409753382907,3,1
0x2e4C48b65b8cc2e0F28aCCCA9E58d025aC77aDcb,178.5527022344352,3,1
0x956900132b5EE2282AA65ce4Fa2120Ea533Dc6c9,177.48722124848413,7,1
0xa747D488D7F58487E2cb0fd0CD7A1C9e83C306E0,174.3651195357408,2,1
0xd98656735E2BA24aA705b41d026eA64069231E20,173.2157097973206,3,1
0x0A8E2BcEe9950019BF5eb1B96DD1747926F08fc5,172.98446537814644,1,1
0xAb86C7576F4daf3aB724E74427Cd6F2eEfB8dFF2,172.33588226285445,2,1
0x8533725DE4C4765AfbE203249d8584c1e9a72E16,172.01584,1,1
0xC6390eE678F0685De3836Eafd3F4AfAAAeF28a68,171.11376205576963,2,1
0xA50a53F7eFfAae92823451D3E26789Db7EC113A6,167.2,1,1
0x33c683563071e2234aD0B4fF27E8d684623cab6D,165.83921428356888,3,1
0xe3b43b615500aD2ad63a3B21C9e649b4E2d81FD1,164.79984,1,1
0xAeA6fc7B429E91856B9B5B01017c5C3BD49F5014,162.0742984870368,2,1
0xAb7079945a6FB399b797153e3FB2815964867264,161.4667715675696,2,1
0x35735d69A7F0Ce775DCdeBD387F78641C8463b25,161.3934310684688,2,1
0x7f81841348E848EEbB44e02eD07D606Ebc2f9D16,160.5438847017344,2,1
0xb2953780EAbf9B8E99CbC293D8Ed5d9b017214D0,160.4799999017344,2,1
0x2a88aE96Ca65e4c393c3ca6b063F4f60943e28Cf,159.4623992047808,2,1
0xbc67cFFfaDdD07bCbb784369994496d130ba7956,159.43539392291126,11,1
0x81f7b389155e75F5Ef26Ef8aA41F10C57cD98b99,157.4535559634982,1,1
0x5d1e1F48d9eA738c18Af2Dc71fEd48710d3B1e6C,157.3185662439341,3,1
0xD593be7D470Ba396c180229308EDAb4e60b98479,156.306777312944,4,1
0x3ecADc27003D729610726C63425736fbc79a155d,149.62519639815932,2,1
0xfd40a16EE7960d717d0289e7E79618C726b5a6C9,148.5119995559536,1,1
0x6E2f6512391f7c9Ac57E38e9d08A9A3e1fc6b7eb,147.8792,1,1
0xdA02D3347aEac1A9987Aa74A2f229250d26c31AF,147.30832,1,1
0x7a5B1FF7A1be8E36227C8DaF65550dD312A12d53,145.47819755853413,2,1
0x6bBBa51c055dc0824a468b5f21a9b86dc3ECb38b,145.08188032404038,2,1
0x07EE4dC08567E532A4a3aE278DFf03EA98dCF0B8,144.87549239198887,2,1
0x3A552A8FF2f757b8Dc65702eA2d1BB7E4bD45d49,144.85202762353273,1,1
0x3Ec19dcFC30b2055BA23E70856e64F8067774285,144.7875705504806,2,1
0xA2eEC7C8029C14a9E9FDd2071dAD7E1df616951e,144.1311972718272,2,1
0x13F4066005fA05dBFF257af49034f0AfB827AAE5,144.083242036183,2,1
0x0A2d94A6031264D99aC9249eFa25EA47FbF62879,143.84930286080424,2,1
0x3c23b4A954cf94fD2df70fF2AC636f5851d72D59,143.6422339872089,1,1
0x9F4463F9C23cEc2AF9239E16D719cEbd9b251acc,143.25561284691418,2,1
0x86358C084669D5e3cF40B98d716651566f286F3B,143.0840971676285,2,1
0xB88C2C537EEE39C8041015Ad539b23752fDC0c84,142.1279998252464,1,1
0xCb7439f1DC1ee635BA108BF1FdaA0A5F5C918Fa7,141.7744697414583,2,1
0xc7307Fd7fc10Bd5DA7Abb99172b64B040d89FdEa,140.80150605023368,9,1
0xA01C87FBf7E6d84AA83d1946A6d54D4efE288cAB,140.26948317399155,3,1
0x736713245Ad95c509d4617532a5524c25FA313a9,137.0971737560649,2,1
0x9aD5f65f24165Aa2aF3f30793f42ac978e99d57a,135.77742506872013,3,1
0xf5403dC0b8A4e77E94d3B498075A2eDa8554b838,135.7607222934813,2,1
0x64A7a39d967dCAB6C511eCE4656A254816197a15,135.31279438170702,2,1
0x2756e6ebdBEbC3419f355A7C1301D42AE674B4A5,134.83156303790142,3,1
0x4516AF0e97Bb3Ec9DEF1a656ef2435075eF0E698,133.75684508527505,2,1
0xE1393FA65D92afD95156db5E93a26f82756b56b9,133.65151266062742,1,1
0xb230Dd98BAEc828f4Aed545d200820a18D1663f7,133.62099686434954,2,1
0x36357AD6f9f94486b5ce4a5F74b66c800e888335,133.56101948741767,2,1
0x1dB30C74a4d16cDFEe29680CA4637EC12aC55EC7,131.90277133317542,2,1
0x5e8e66dF40E58f3a96142aCA5329575E5f638E75,131.56910885013352,7,1
0x354BAb4d9191375da145E5bc3C1f67E6d3d70231,131.25815706154498,2,1
0xe66FabEfB155E42291c25cd6689646656aB15753,130.4,1,1
0x119842DCF86Bb2104164857e1D8C83f507e43E34,129.28,1,1
0x7A6aFdBaD1D9be206094B7a26Cf9c9d952C5E280,127.535054341521,2,1
0xD6A8259C6A0F396B9983eAe57C1B3Bc420F1fE98,126.69953978112852,2,1
0x939a7EF73572e9218C7085ACa6d894bc237f15E3,125.08515626934239,3,1
0x657642FE18030c4f58Ac9D3922F83f73c35fa02D,124.10284076056516,1,1
0x5052936D3c98d2d045da4995d37B0DaE80C6F07f,123.51772590619132,1,1
0x6AF50386Df2cd2849B430FFd4fE10Bf02A1e58eE,123.43585638512086,2,1
0x90b3Dc91687Afb37Aac36016A6fa65cA68981238,122.0739335499168,2,1
0x98Fe5d1E17480EED1d51960a403D59e8828c5dC5,118.69009527937992,10,1
0xCc295EBD78902Ec95a656A338B232C85b0586FFB,118.6516535780686,2,1
0xC0B99EEA54AcFFEB88455FEBef91d14D370Eb783,116.54841097223161,5,1
0x74dD6d2CF36e26c1d140cf4099Aba0c487B96bb8,115.22188260389287,2,1
0xb1AC9db0d6a1eC291F427ad03fc3B632E1E93a56,114.63968269017712,5,1
0x6F15FeC0e647431FF5c8B7DbD1Fe1B66e2e4c1E7,112.68936327087425,15,1
0xAc2b38064E86E58a77cbF1E3a383d55b5B8b75c0,112.31025026774849,2,1
0xAdC87cD46DB6908b423a06b5D06B1Decac4E6341,111.94006871823214,13,1
0x81C10260966D4FBb938d88E4863bf1205db5675B,111.22429030409614,2,1
0x960006cE988f8951c7ab0511e939C058648f93E2,111.04063758172785,3,1
0x27780F095D0E018dC906bf37D7e787F2458A88e8,110.08,1,1
0x8942EBf98d7E0F874E61C9f8837F795625420fa8,107.79089605678529,1,1
0xFd63BE33C748fF0C024bc71f04B383F1F62BE514,105.76053337417098,2,1
0xd1998e1b69BD888Fb340fcAF732bABfF7C515D6E,102.68628284536071,2,1
0xD10D8E41e5EdDb532aEF22FfB9991a9A5C88C989,101.91345380880077,7,1
0x5A4de852ebAA4fDc992d205B4502Fc7e2C68FD68,101.58744155212997,2,1
0x97351ECF7b49aC8fdd2C1D5b3804CB72bBA369cD,98.48242591718372,2,1
0x549205BF7887B07967FBc4b4E731BA43B0C25838,98.39453468738404,6,1
0x79aBAe81913c0F1C851848412075F2eABA6be51D,98.35057010822631,4,1
0xC02157abE27B2690CfcA0480c290d75A8586Ac35,97.74303596828285,2,1
0x64FbbA30fE50aFd4099aE09559c4094f4d50273C,97.61655998153508,2,1
0x048a0F98A58Fe4db9aC4c49610783537AD2E3495,96.87452569319234,7,1
0xEc5803b698dd6A0DaE891ad4EA64491af9B5421c,96.35743469472592,1,1
0xC5632D3194F5337E3B31562B560D3db599769127,95.7599765194944,1,1
0x35D91017EE117502dbC6A626C9b408A65073B39f,95.12645143082595,1,1
0x172B2754002075F1a4F82546Be59F435ACdF94d7,95.09815774568114,1,1
0x3ca1fD6224515f6CF659DEe9E944F38A27eB33C3,95.09502292451035,1,1
0x3511748c00b6B2dD9f77c1141ceC9C0BD7ADA5bE,94.96850577656508,1,1
0x0cB42cA590f632DA35a1D8Ecc79F5A57839C65e2,94.62281203867867,2,1
0x4550e09a53C9A2c04CD8577E610c4E72C81d2D0B,94.51124253939099,7,1
0x8C8be694eFaC9622A71Bf7C5b3587b840aFb0AaF,93.71071017140748,1,1
0x2a6AcE570C07eaBD6C7458E7Cd02C9348b052ADa,93.63413102788608,1,1
0x4Fef8dF399FC2874BE138ceB11e1076482210ABf,93.62487222141796,1,1
0x25FDe2E9ac8750af2A8680Ab2aC5250e50776439,93.61335821659378,1,1
0xaB27D7F9BEf3EE53A175A040f44082d9Ba6B72aa,93.6,1,1
0x1d8E3a368c36ef769F7f3F65DBD7dA9765eAcDff,93.58033727990889,1,1
0x2e8230600eF894482D1Fe630194719BAd3Fb8c9a,93.22969120963985,2,1
0x9a9bF95c4bbe82705151879FAb44c29a3d126Acf,93.10825930795858,5,1
0xa767e750eb321FB8ABA4Da82B78746FE6500753D,91.3650710381407,1,1
0xA27fc39b5b92196506F5A78eC62a447e7b332769,91.30034931825168,4,1
0xE7a3dE8F8e8F530b597CB512Cc4e0d3f878811cA,91.1343492527235,5,1
0x4a0AABdB3512A77A23Aacc1c21ABA0c430276ff8,90.63331364076993,1,1
0xF40aD28207C90cDf9478ffC2F47e768b2801Aa63,90.56,1,1
0x0Bc7590e1d4Fca78CD9bF66DC9604484109ad31D,90.45422294095134,1,1
0x2587221f99E3EeF297e062418f8d7685e5Ee0145,90.00181990664899,2,1
0xa488B06198651B752AC9bCc773B369fD484b7c5B,89.62332914188413,2,1
0xBf89a0876a1f9D9D6709B1fc5620c4F5964BD5E6,89.54842860337804,6,1
0xcD0549a7A11251dF5A7Bd65209139eDA3844F65d,89.5454212217344,2,1
